period,total family benefits,total contributive child benefits,total auh,total spouse benefit, total school aid,total wedding benefit,total prenatal benefit,total pregnancy benefit,total birth benefit,,
88,2466038.72618443,1219589.30065515,877539.728500275,275893.984208691,0,12391.3162990129,40881.2140436133,31029.3194142651,8735.022361662,2466059.88548267,21.1592982379
89,3034190.53637878,1219761.72380329,848693.819235046,276240.616204426,574516.201808353,12493.3557886047,55606.8338210053,33670.3032497824,12947.1861178245,3033930.04002834,-260.4963504411
90,2423094.91816892,1213402.38754588,842177.160922506,276658.921805979,0,10598.634879996,49453.735240565,23549.7845378552,10018.4819778046,2425859.10691058,2764.1887416598
91,2418669.94501382,1177022.87468022,861372.50916899,275719.933363633,0,11414.9933727704,48586.3826497376,33510.5974526848,10708.3045802298,2418335.59526826,-334.3497455553
92,2472180.49072703,1193386.25230389,894287.865470036,276759.287455284,0,12659.202876963,49398.9086493992,37083.6488141919,11219.8025768076,2474794.96814658,2614.4774195496
93,3018784.61599113,1180550.96481814,894470.929318523,279097.576854288,559561.989708079,12380.9484061811,47447.8310804072,37677.7400209505,9948.2439940662,3021136.22420064,2351.6082095089
94,2397933.92319843,1202846.05953534,825451.743870706,278329.728977475,0,10417.8719455339,39742.0099431616,34946.4733940651,8948.2002693,2400682.08793558,2748.164737151
95,2389687.06317575,1184556.74036175,839539.672704237,277739.998992175,0,8448.083242438,43285.0087667615,28441.1256295669,9730.0758933255,2391740.70559025,2053.6424144982
96,2398950.85482758,1191423.50379596,838179.568278545,276676.205140936,0,9373.6218799192,41392.2048288016,32208.6155134666,9315.3745129726,2398569.0939506,-381.7608769713
97,3042282.0364237,1186361.6287036,906967.386336077,275240.148945141,572690.900850913,10266.6932660207,39289.1282767408,44463.5118511771,9789.8094230808,3045069.20765275,2787.1712290514
98,2414377.53875382,1163794.89226497,866799.726586986,278201.722335464,0,14417.2959447193,42587.1720641608,42389.9137845055,8993.1144268634,2417183.83740767,2806.2986538522
99,2400409.76179077,1142350.86644716,880674.982306738,276329.525191066,0,9394.3052125275,49632.2104734748,34886.6476596936,10035.448463606,2403303.98575427,2894.2239635014
100,2442921.7994137,1193621.08865024,868491.512963142,277650.912867611,0,14151.669690121,51636.6465870377,28570.3409202202,11167.2755664647,2445289.44724483,2367.6478311331
101,3009436.1581252,1174059.36612614,894732.820754934,273884.071152353,559904.654271165,10961.9054494074,48720.0884580934,41111.59473147,9555.1357143291,3012929.63665789,3493.4785326952
102,2360554.7169329,1166260.00467168,830396.331911322,274145.951033057,0,6558.7500996822,45207.9914671589,31191.4843839359,9790.3000319154,2363550.81359875,2996.0966658495
103,2420068.81034474,1190605.74315223,857600.662990628,271585.124448879,0,9328.9605037823,52730.8351898807,30392.3434955962,10536.1323781579,2422779.80215915,2710.9918144057
104,2400314.55798749,1187659.76747138,839005.535180698,273965.949157633,0,10417.6394987811,53351.1094495074,27401.664714933,11588.7929357028,2403390.45840864,3075.9004211463
105,3006423.83962464,1255058.81161883,818040.367924418,275428.965804139,563923.969554855,9141.218909106,46782.1019571137,32284.5243079906,8938.4068651959,3009598.36694164,3174.5273170038
106,2459100.06664724,1242181.37044414,841242.420591538,275403.790783478,0,9080.8656813283,52698.902001051,28867.6504441774,12703.3021241894,2462178.3020699,3078.2354226643
107,2493335.70499938,1251592.26522489,839332.352334613,276200.225743709,0,9929.5525746582,62674.0055754115,43692.6494577516,13088.5773603183,2496509.62827135,3173.9232719662
108,2483972.44532526,1291259.55599717,808043.137538735,276694.204862039,0,11836.3268572513,55126.6871214825,28985.2877054101,12174.7558547901,2484119.95593688,147.5106116184
109,3040835.31188183,1363209.44826925,736477.225362192,275356.163159757,574153.287492226,7812.4810211241,51251.6678358896,21539.4022812865,10841.6252846967,3040641.30070642,-194.0111754104
110,2479164.71959844,1364248.01110109,725783.019465942,282449.844214951,0,12299.6359104455,50438.0168377646,30439.9836984973,13346.0907674964,2479004.60199619,-160.1176022473
111,2489435.24972585,1371922.8634247,722826.550770152,281182.92995216,0,16405.806355279,55723.6289619926,27468.8197506914,13706.3107167645,2489236.90993174,-198.3397941161
112,2471502.95737286,1344577.14647868,742041.350658729,280391.085095659,0,8916.5004987036,50915.1010734656,33179.1095607449,12291.5443285453,2472311.83769453,808.8803216689
113,3073188.42880934,1299273.52370134,801876.292258184,280128.68460246,591203.393017987,14960.1127548501,43432.5778415944,31642.6908599556,10420.8328045315,3072938.1078409,-250.3209684407
114,2456087.21498463,1305567.74692914,766907.067479434,278071.842526826,0,10924.079922381,51074.7386087594,30740.8310479167,12302.9689930508,2455589.27550751,-497.9394771168
115,2564378.69304855,1365705.5852833,801960.153986634,278916.503475367,0,12607.5653482542,49990.6291896035,41895.1615788106,12735.2434440433,2563810.84230601,-567.8507425403
116,2474841.41955621,1294265.59856825,779616.291624741,280407.138395446,0,12930.7133793476,54719.3111422982,41997.6539373741,12027.3858469217,2475964.09289438,1122.6733381725
117,3039103.47578975,1301870.32603448,766805.058663027,282341.85541884,588031.312102825,13132.1683059076,47578.0445177527,28550.8964175739,11205.0838281716,3039514.74528858,411.2694988241
118,2460473.49602097,1316762.06062543,758525.425990888,281617.44715281,0,9073.327146037,55673.59024652,24404.1297511895,13961.2527421213,2460017.23365499,-456.2623659745
119,2448038.89587275,1330372.66235902,730852.313383372,280867.879894002,0,11171.0476001524,57753.1250055125,23549.586630527,13552.9902017545,2448119.60507434,80.7092015869
120,2455943.21893587,1361438.06605141,711318.479262825,286651.575034588,0,10627.1756155818,52835.5851023108,22579.2418060618,11518.8314225774,2456968.95429535,1025.7353594843
121,3159539.65965986,1341471.30293301,798061.637785752,287459.043305768,618634.903164489,12251.8889113707,56351.6440383844,32187.3869627962,13024.8438240814,3159442.65092565,-97.0087342067
122,2457791.65011634,1285933.27241831,776540.051143742,287594.816645309,0,11528.0989749237,47534.8105788462,36358.4826397764,12337.7343317357,2457827.26673264,35.616616304
123,2481064.17842383,1393746.51365209,711154.434018655,288785.228613435,0,9751.9609601949,41946.0141711918,24163.1713927637,10797.1606262159,2480344.48343455,-719.6949892826
124,2459482.01025601,1358470.32092917,712639.347090658,287694.693767776,0,17483.0227056885,49873.6532186334,18949.5343237512,13685.6792944349,2458796.25133011,-685.7589258999
125,3118381.88481586,1395930.22514577,702441.111625118,288658.667764449,622020.35012405,11560.9305667108,60150.7575199287,23450.1691688905,14250.6212112297,3118462.83312615,80.9483102858
126,2388980.11239901,1349684.53273767,648704.903268221,288711.488782172,0,13949.701418104,44875.5318099694,30275.399223934,13059.4298665883,2389260.98710666,280.8747076457
127,2504958.3123485,1443392.16891283,656658.220011835,291548.173628872,0,11855.9000851773,62061.1401664823,23352.1872309168,15617.38857135,2504485.17860746,-473.1337410375
128,2499482.15639321,1361409.64478192,738473.354785344,295798.780930921,0,12671.7020765006,52908.6472216422,25086.8515690277,13448.4380022753,2499797.41936763,315.2629744252
129,3028906.50573942,1350907.56999154,651106.268500766,297152.086544403,621092.773723395,13318.3037272489,49490.5890201944,30116.7633041772,12681.8292903721,3025866.1841021,-3040.3216373171
130,2425524.62263965,1344733.25943243,665349.809824944,300434.357996852,0,17137.8582488334,61886.5606580507,19674.1457984075,14781.4196682734,2423997.41162779,-1527.2110118573
131,2420871.26432269,1369116.64955796,637757.369920358,301733.149829866,0,16704.6798916832,48188.4414417427,31655.5715610328,12208.0928935337,2417363.95509618,-3507.3092265059
132,2417514.05574143,1416282.93892258,607113.297588227,303458.114381796,0,12581.5385457716,46038.8384292614,20674.4113119197,12842.5551991117,2418991.69437866,1477.6386372363
133,3135658.13170024,1452001.71270389,611528.301481104,306682.390663597,641891.632360404,18216.8113874646,57063.8414109873,28090.7911067583,14447.0284158611,3129922.50953007,-5735.6221701643
134,2451172.69083571,1432442.79373889,605787.790261189,305544.393958593,0,15423.9471857543,49899.6701150951,23088.3053019319,13777.4651751072,2445964.36573656,-5208.3250991474
135,2557307.67274203,1518925.69183015,619287.585331752,304978.368463308,0,18014.0298662307,49825.707992612,32130.4051344488,12006.9303606089,2555168.71897912,-2138.9537629117
136,2414508.44989096,1400211.69484368,616104.98584793,305760.589589929,0,11436.1222537647,44507.1154454837,25372.7066448762,10709.4942493916,2414102.70887506,-405.7410159023
137,3153185.93117957,1385548.67833201,677895.980406685,306651.359128576,665082.571448758,14707.7078319749,54413.5128505086,36417.0875345708,15035.2343668824,3155752.13189996,2566.2007203866
138,2450396.04580375,1421536.3344214,638074.385222096,305652.095988186,0,12975.6916182781,41397.448145758,19363.6065720389,11423.180750136,2450422.74271789,26.6969141429
139,2479872.22658846,1464566.19994661,626324.99843682,310949.170224132,0,12165.7131550459,40138.9899298542,14689.261282365,11511.577622014,2480345.91059684,473.6840083874
140,2446702.75484645,1448358.74679218,568459.907974325,316236.545052737,0,20370.6523042506,60978.4537112337,20424.9478009604,14590.3257076473,2449419.57934334,2716.8244968862
141,3097510.80397143,1489350.29706219,524945.696437851,318768.569529709,655302.560389792,14018.6795261806,52656.7039710832,16832.6179699108,14699.4313094623,3086574.55619618,-10936.2477752543
142,2514444.26376656,1524466.76367887,575906.600913279,321261.072091435,0,12904.2737049698,48248.8155231411,14636.3553018197,13495.5121770633,2510919.39339057,-3524.8703759895
143,2582106.18042783,1555120.64892147,566590.160081615,324899.103327727,0,24748.976596506,62499.2607931797,21985.3023855908,17579.9433447519,2573423.39545084,-8682.784976989
144,2530004.7923245,1522954.10835651,584981.128812835,320459.645857067,0,17571.2850915303,50314.0288851566,17267.354288389,13681.6360457349,2527229.18733722,-2775.60498728
145,3132790.25225663,1466488.18279024,565756.105436347,322220.748583835,669549.13049279,16478.865765698,47616.3025129297,28104.8218177344,14779.4233503775,3130993.58074995,-1796.6715066801
146,2553451.41033098,1473656.99322107,642715.78899243,327161.936489935,0,16381.2754128744,50148.0649211889,18528.4157849948,13837.7229838982,2542430.1978064,-11021.2125245812
147,2600734.00726401,1472782.17597133,670142.415849875,333900.09752736,0,15146.0923338688,61119.6562286116,24384.9565471641,17513.985847832,2594989.38030604,-5744.626957967
148,2697397.9876512,1557330.28512111,679389.175677783,331861.577658061,0,14390.6167633953,62464.9913820219,24035.1885944378,17417.7745255293,2686889.60972234,-10508.37792886
149,3344848.28345931,1533326.01463935,635623.087329196,335746.154307177,703899.822735936,18144.2539348421,55807.5869335713,37451.0698969329,14746.7518055154,3334744.74158252,-10103.5418767873
150,2501369.61616378,1471098.46763832,602473.002457095,335668.26416999,0,12983.2859483979,44923.8866590203,24295.2860545867,11112.3670984525,2502554.56002586,1184.9438620815
151,2590202.19789451,1552370.88447448,580764.751040828,339564.67172723,0,10471.0716855072,56787.168576717,33095.654806277,13685.9941135627,2586740.1964246,-3462.0014699083
152,2504456.4513324,1427037.03385291,630529.074899464,339690.921321756,0,17799.5262636343,40841.7154349258,32344.1092213763,12328.3735727191,2500570.75456679,-3885.6967656082
